yoox.com,http://www.yoox.com,24285
YogaOutlet.com,https://www.yogaoutlet.com,39879
Yes Wellness,http://www.yeswellness.com/,39829
Yelloow Beauty,http://yelloowbeauty.com,43793
YCMC,http://www.YCMC.com/,37573
Wool and the Gang,http://www.woolandthegang.com/,39277
Wakami Global,https://www.wakamiglobal.com,43657
Vivaterra,https://www.vivaterra.com,39496
Visitors Coverage,https://www.visitorscoverage.com/,43898
Virgin Wines,https://www.virginwines.com/,43834
Vince LLC,http://www.vince.com,39798
Vince Camuto,http://www.vincecamuto.com/,36963
Veronica Beard,http://www.veronicabeard.com,40830
Urban Industry,http://www.urbanindustry.co.uk/,36780
Travelation.com,http://www.travelation.com/,39461
Toms Surprise Sale Canada,http://www.tomssurprisesale.ca,41796
TOMS Surprise Sale,http://www.tomssurprisesale.com,39568
TIDY LIVING,http://www.tidyliving.com,42393
Ticketnetwork.com,https://www.ticketnetwork.com,39082
The Webster,https://www.thewebster.us,41506
The Perfect Rug,http://theperfectrug.com/,39108
THE OUTNET.COM (UK),http://www.outnet.com,35290
The Irish Store,http://www.theirishstore.com,40786
Temperley London,https://www.temperleylondon.com,41124
Tamara Mellon,http://www.tamaramellon.com/,40639
Tada & Toy,https://www.tadaandtoy.com/,44131
SwimOutlet.com,http://www.swimoutlet.com/,41206
Sure Fit Inc.,https://www.surefit.com,40196
Sunuva,http://www.sunuva.com/,39412
STYLEBOP.com (US),http://www.stylebop.com,35919
STYLEBOP.com (DE),https://www.stylebop.com/,42704
Stroller Haus,https://Strollerhaus.com,43794
Steve Madden,http://www.stevemadden.com/,37487
Stefania Mode US,https://www.stefaniamode.com,42799
SSENSE GLOBAL,https://www.ssense.com,41610
SSENSE,http://www.ssense.com/,38292
Splendid,http://www.splendid.com/,42623
Sperry,http://www.sperry.com/en/,38654
Sole Society,http://www.solesociety.com/,38193
Shu Uemura Art of Hair,http://www.shuuemuraartofhair-usa.com,40546
Shopbop,https://www.shopbop.com,42352
shoes.com,https://www.shoes.com/,38891
Shiseido,https://www.Shiseido.com,43599
Shany Enterprises Inc.,https://www.shanycosmetics.com,40780
Schutz Shoes,https://schutz-shoes.com/,43056
Saks Fifth Avenue OFF 5TH,http://www.saksoff5th.com/Entry.jsp,38801
Saks Fifth Avenue - UK,http://www.saksfifthavenue.com/Entry.jsp,37410
Sabon,https://www.sabonuk.co.uk/en/,42430
RVCA US,https://www.RVCA.com,40492
Royale Platinum,https://royaleusa.com/,43937
Relax The Back,http://www.relaxtheback.com,2750
REISS LTD,http://www.reiss.com/us/,36468
Reebonz,https://www.reebonz.com/us,42976
Rebecca Taylor,https://www.rebeccataylor.com/,37545
Ramy Brook,https://www.ramybrook.com,43707
Rakuten Marketing Welcome Program,http://marketing.rakuten.com/affiliate-marketing,560
Rakuten Marketing Welcome Program,http://marketing.rakuten.com/affiliate-marketing,560
Rakuten Marketing UK,http://marketing.rakuten.com/,24274
Promescent,https://www.promescent.com,43697
Prescriptives,http://www.prescriptives.com,24777
Petit Bateau (EU),https://www.petit-bateau.de/https://www.petit-bateau.es/https://fr.petit-bateau.be/https://nl.petit-bateau.be/https://www.petit-bateau.it/,42945
Paul Smith,http://www.paulsmith.co.uk/,39528
Parka London,https://www.parkalondon.com/,42896
PandaHall,http://www.pandahall.com,39563
Pampelone,https://pampelone.com/,42619
P.E Nation,https://www.pe-nation.com,43482
OSPREY LONDON,https://www.ospreylondon.com/,42958
Orchard Mile,https://www.orchardmile.com,40932
Opulent Jewelers,https://www.opulentjewelers.com/privacy-statement,44088
OneTravel.com,http://www.onetravel.com,35420
onehanesplace.com (Hanesbrands Inc.),http://www.onehanesplace.com,2856
NORDSTROM.com,https://shop.nordstrom.com/,1237
Nomi Beauty,https://www.nomibeauty.com,44005
NEST Fragrances,http://shop.nestfragrances.com/,38225
Neiman Marcus Last Call (Neiman Marcus),http://www.lastcall.com,36025
Neiman Marcus,http://www.neimanmarcus.com,25003
NA-KD (US),https://na-kd.com/,41770
MyUS.com,https://www.myus.com,40099
Mytheresa.com GmbH,http://www.mytheresa.com,35663
mytheresa.com (US),http://www.mytheresa.com/,43172
Molton Brown (US),https://www.moltonbrown.com/store/index.jsp,36974
Missoma,https://www.missoma.com,41148
Miss Mary of Sweden,https://www.missmaryofsweden.com,43757
Michal Negrin,https://www.michalnegrin.com,41175
meli melo,http://www.melimelo.co.uk/,38736
Macys.com,http://www.macys.com,3184
Mac of all Trades,http://www.macofalltrades.com/,39536
Lord & Taylor,http://www.lordandtaylor.com,40480
Look Human,https://www.lookhuman.com,40434
Lilla P,https://lillap.com,40556
Le Tote,https://www.letote.com,43631
Lancome Luxury Products (Loreal USA),http://www.lancome-usa.com/,36178
L'AGENCE,http://lagencefashion.com/,42841
Kurt Geiger Ltd.,http://www.kurtgeiger.com,24803
Kidrobot,https://www.kidrobot.com/,40984
Kerastase,http://www.kerastase-usa.com,40538
Keller-Heartt,https://kellerheartt.com,39742
justmysize.com (Hanesbrands Inc.),http://www.justmysize.com,2855
JusByJulie,https://www.jusbyjulie.com,40084
Jenny Bird,https://www.jenny-bird.com,40464
James Perse Enterprises,http://www.jamesperse.com,39476
Jaeger UK,https://www.jaeger.co.uk/,42932
Isabella Oliver (US),http://www.isabellaoliver.com,35382
IRO,https://iroparis.com,42382
Internet ink,http://www.internet-ink.com/,40454
Hunter US and CA,http://usa.hunter-boot.com/,39039
House of Holland,http://www.houseofholland.co.uk/,38837
HotelWiz.com,http://www.hotelwiz.com/,39369
HotelPower.com,https://www.HotelPower.com,38941
Horchow.com (Neiman Marcus),http://www.horchow.com,25004
Hoity Toity,http://hoitytoityshoes.co.uk/,42653
Hilton Hotels,https://www.hilton.com,41650
Heidi Klein,http://www.heidiklein.com/,36192
HealthmateForever,https://www.healthmateforever.com/,42088
Hat Country LLC,https://hatcountry.com,42434
HanesInk,https://www.hanesink.com,42090
Hanes.com,http://www.hanes.com,24366
Halcyon Days,http://www.halcyondays.co.uk/,38991
H&M (US),http://www.hm.com/,43148
Goumi Kids,https://goumikids.com/,44007
Giuseppe Zanotti UK,https://www.giuseppezanotti.com/uk,41162
Giorgio Armani Beauty (Loreal USA),http://www.giorgioarmanibeauty-usa.com/_us/_en/home/index.aspx,36179
"Gaiam.com, Inc",http://www.gaiam.com,2311
Fusion Belts,https://fusionbelts.com/,43816
FRMODA,https://www.frmoda.com/,43101
Frescobol Carioca,http://frescobolcarioca.com,41230
French Connection (US),http://www.frenchconnection.com,35448
FORZIERI AU/ASIA-PACIFIC,http://www.au.forzieri.com/,38729
FlowerShopping.com,http://www.flowershopping.com/,38726
FLOS USA,https://usa.flos.com,41092
Fiverr,https://www.fiverr.com,40096
Finish Line,http://www.finishline.com/,37731
Filthy Fragrance,http://filthyfragrance.com/,39104
Figleaves US,http://www.figleaves.com/us,41002
Figleaves UK,http://www.figleaves.com/uk/,41000
Farfetch:Linkshare:Affiliate:CPA:US:US,http://www.farfetch.com/,37508
Fare Buzz,http://www.farebuzz.com/,36460
Ever New,https://www.evernew.ca/,43595
End Clothing US,http://www.endclothing.com/us/,41750
Emaar Hotels,"https://www.rovehotels.com, www.addresshotels.com, www.vidahotels.com, www.armanihoteldubai.com",43714
EM Cosmetics,https://www.emcosmetics.com/,44040
Ellery,https://www.ellery.com,43536
Elevtd,https://www.elevtd.shoebuy.com,41928
Electro Antiperspirant - MIN $100 PER ORDER,http://www.electroantiperspirant.com/,38996
East Dane,https://www.eastdane.com,42353
Earhoox,https://www.earhoox.com,43688
DolceVita.com,https://www.dolcevita.com,41563
Dillards Inc.,http://www.dillards.com,24895
Dermaflash,https://www.dermaflash.com/,42336
"Cutter and Buck, Inc.",http://www.cutterbuck.com,2792
COSME-DE.COM,http://www.cosme-de.com/en/main/main.html,40224
Converse/ Licensee Conquest Sports (Aust) Pty Ltd,https://www.converse.com.au/,42416
Coltorti Boutique,https://www.coltortiboutique.com,43549
Claudia Bradby,http://www.claudiabradby.com/,38752
Clarisonic,http://www.clarisonic.com,38884
chinti & parker,http://www.chintiandparker.com/,38951
CheapFlightNow,http://www.cheapflightnow.com/,40646
Champion.com (Hanesbrands Inc.),https://www.champion.com,3156
Cashmere in Love,https://www.cashmereinlove.com,43650
Carol's Daughter,https://www.carolsdaughter.com/,40934
Bluebella,https://www.bluebella.us,42134
Bloomingdale's,http://www.bloomingdales.com,13867
Birdsnest,https://www.birdsnest.com.au/,39007
"Big Al's Aquarium Services, Ltd.",http://www.bigalspets.com,40266
BH Cosmetics,http://www.bhcosmetics.com/,36779
Bergdorf Goodman (Neiman Marcus),http://www.bergdorfgoodman.com,35300
Belstaff UK,http://www.belstaff.co.uk/,37635
Belstaff,http://www.belstaff.com/,39100
Beauty Brands,http://www.beautybrands.com/,39516
Beara Beara,http://www.bearabeara.co.uk/,39881
beach cafe,http://www.beachcafe.com/,40166
BCBGeneration,https://BCBGeneration.com,42578
"Bcbg Max Azria Group, LLC",https://BCBG.com,42568
Baukjen US,http://www.baukjen.com/us,38982
Barneys Warehouse,http://www.barneyswarehouse.com/on/demandware.store/Sites-BNYWS-Site/default/Home-Show,38361
Barneys New York,http://www.barneys.com/on/demandware.store/Sites-BNY-Site/default/Home-Show,38359
Bandier,https://www.bandier.com,40468
Athletic Propulsion Labs,http://www.athleticpropulsionlabs.com/,41446
armani.com,http://www.armani.com/,37926
Amara DE,https://de.amara.com,43583
Aimee Kestenberg,http://aimeekestenberg.com/,43839
AHAVA,https://ahava.com/,35968
Agent Provocateur (US),http://www.agentprovocateur.com/,39673
AG Jeans,http://agjeans.com,41754
Adrianna Papell,https://www.adriannapapell.com,43069
Active In Style,https://www.activeinstyle.com,41461
"7 For All Mankind, a division of DG Premium Brands, LLC",http://www.7forallmankind.com/,36145
4seating.com,https://www.4seating.com,43670
Zuneta,http://www.zuneta.com,35495
www.eilenbergerbakery.com,http://www.eilenbergerbakery.com/,36348
World of Watches,http://www.worldofwatches.com,24522
Wei Beauty,https://www.weibeauty.com/,40906
Violife,http://www.violife.com/,39061
Villeroy & Boch Tableware,http://www.villeroy-boch.com/shop/,35164
Vichy,http://www.vichyusa.com/,37105
UncommonGoods,http://www.uncommongoods.com/,1961
UMI Children's Shoes,http://www.umishoes.com/shop/index.html,36437
TRX,http://www.trxtraining.com/,36499
Thomas Laine Designer and Bridal Jewelry,http://www.thomaslaine.com/,36535
ThirdLove,https://www.thirdlove.com,41729
TheTopSecret,http://www.thetopsecret.com,35329
theRemedi.co.uk,http://www.theRemedi.co.uk,36422
thecorner.com,http://www.thecorner.com/,37928
The Watchery,http://www.thewatchery.com/,38128
The Editeur,http://www.the-editeur.com/store/,38002
The Black Bow,"http://www.theblackbow.com			",35408
tarte cosmetics,http://tartecosmetics.com/,36917
Target,http://www.target.com,40914
Swimwear Anywhere,http://www.cocoreefswim.com,39255
Swimsuits Direct,https://www.swimsuitsdirect.com,38630
Sussan,https://www.sussan.com.au,41900
SurfStitch - Australia,https://www.surfstitch.com,40571
SUNJACK,https://www.sunjack.com,41816
Stop Aging Now,http://www.stopagingnow.com,36238
Stella & Dot,http://www.stelladot.com,36200
stefaniBags.com,http://www.stefanibags.com,35558
Spring,http://www.shopspring.com,41558
Splendid (VF Contemporary),http://www.splendid.com,36445
Sparkle & Wit Rhinestone Apparel,http://www.sparkleandwit.com/,37825
Soletrader Outlet,http://www.soletraderoutlet.co.uk/,40610
Sky,http://www.shopsky.com,41538
SkinCubed.com,http://www.skincubed.com,36233
SilkyScents.com,https://www.silkyscents.com/,42288
SHOPINTUITION,http://www.shopintuition.com,35692
shoescribe.com,http://www.shoescribe.com/,37927
Sheridyn Swim,https://SheridynSwim.com.au,41856
Sharpmen.com,http://sharpmen.com,36881
Send The Trend,http://SendTheTrend.com,36525
sasa.com,http://web1.sasa.com,39239
SaltboxNYC,http://www.saltboxnyc.com/,36096
REVOLVE,http://www.REVOLVE.com,41846
Reiss UK,http://www.reiss.com,36467
refrigiwear.co,http://www.refrigiwear.com/,40068
Reeds Jewelers,http://www.reeds.com/,36378
Rebecca Minkoff,http://www.rebeccaminkoff.com/,36122
RawSpiceBar,https://rawspicebar.com,42068
Queen Bee Girls,http://www.queenbeegirls.com,24760
Proskins,http://www.proskins.co/,37260
Plum Pretty Sugar,https://plumprettysugar.com,41944
Pitusa,https://www.pitusa.co,43048
PersonalWine.com,http://www.personalwine.com,24813
Organifi,http://fitlife.tv,41999
OpenSky,http://www.opensky.com/,36842
Nerd Block,https://www.nerdblock.com,41014
Naturopathica,http://www.naturopathica.com/,36773
NA-KD (APAC),https://na-kd.com/,42723
Mujus,http://mujus.com/,41788
Monsoon US,http://us.monsoon.co.uk/,39873
Mon Purse,https://monpurse.com,41608
ModCloth,http://www.modcloth.com/,36618
Miriam Salat,http://www.miriamsalat.com/,36776
Melissa Odabash,http://www.odabash.com/,41716
meli melo US,http://us.melimelo.com/,41919
Medelita,http://www.medelita.com,35271
Masonbelle.com,http://www.masonbelle.com,39557
Manhattanite,http://www.shopmanhattanite.com,25065
M.i.h Jeans,http://mih-jeans.com/home/,38095
LUXE City Guides,http://www.luxecityguides.com/,36359
Luna Boston,http://www.lunaboston.com,25043
LovePendants,https://www.lovependants.net,42117
Links of London USA,http://www.linksoflondon.com/us-en/,35323
LiLumia,http://www.lilumia.com/,42524
Liebeskind Berlin,https://www.usa.liebeskind-berlin.com,41257
Layla Grayce ,http://www.laylagrayce.com,35870
Khongboon Swimwear,https://www.khongboonswimwear.com,42849
"Kerastase, L'Oreal USA, Inc.",http://www.kerastase-usa.com,36425
karmaloop,https://www.karmaloop.com,40761
Karma Jewellery,http://www.karma-jewellery.com/,37004
Kabiri Ltd,http://www.kabiri.co.uk,25009
Joie,http://www.joie.com/,37453
Jessica Simpson,http://www.jessicasimpsoncollection.com/,36964
JacobTime,https://jacobtime.com,40050
J.Crew UK,https://www.jcrew.com,37271
Hudson Reed,http://usa.hudsonreed.com,13602
"Hay House, Inc.",http://www.hayhouse.com,24244
Happy Farm Botanicals Inc,https://everydaybotanicals.com,41768
GrandGowns.com,http://www.grandgowns.com/,37017
Graham and Green,http://www.grahamandgreen.co.uk,35389
Go British,http://go-british.co.uk/,36381
Glassworks,http://glassworks-studios.com/,36289
GlassesSpot.com,http://www.glassesspot.com/,38302
French Connection UK,http://www.frenchconnection.com,24990
"Free Country, Ltd.",http://www.freecountry.com/,40595
FORWARD by elyse walker,http://www.fwrd.com,41870
Foot Petals,http://www.footpetals.com,35727
Fashion Union Ltd.,http://www.fashionunion.co.uk,35482
eWatches,http://www.ewatches.com/,38129
Ella Moss (VF Contemporary),http://www.ellamoss.com,36444
"eBags, Inc.",http://www.ebags.com,25040
Dylan's Candy Bar,http://www.dylanscandybar.com/,37029
drugstore.com,http://www.drugstore.com,2762
Dressilyme,http://www.dressilyme.com,40846
dreamstime.com,http://www.dreamstime.com/,39291
Donna Karan,http://www.donnakaran.com/,38140
DL 1961 Premium Denim,http://www.dl1961.com,39576
Diesel Timeframes,http://store.dieseltimeframes.com/,36148
DHC Skincare Canada,http://www.dhccare.ca,35479
DHC Beauty,http://www.DHCcare.com,24918
David Yurman,http://www.davidyurman.com/,36344
David Meister,http://www.davidmeister.com/,37899
D'Blanc,https://www.dblanc.com,40064
CUSP (Neiman Marcus),http://www.CUSP.com,35585
CoutureLab UK,http://www.couturelab.com,35117
Coombe Farm Organic,https://www.coombefarmorganic.co.uk/,40992
Classic Football Shirts,https://www.classicfootballshirts.co.uk/,41396
Citizens of Humanity,http://www.citizensofhumanity.com,39556
Cheap Monday,http://www.cheapmonday.com/,42024
Chaser Brand,http://www.chaserbrand.com/,41418
Charm & Chain,http://www.charmandchain.com/,36454
Camille Beckman,http://www.camillebeckman.com/,36629
C.O. Bigelow,http://www.bigelowchemists.com/,38132
Blush Bras and Lingerie,https://www.blushbrasandlingerie.com.au,40408
Ben Sherman (eFashion Solutions),http://www.benshermanusa.com,35506
Ben Sherman,https://bensherman.com.au,41376
BedHead Pajamas,http://www.BedHeadPJS.com,35433
Beckett Media,http://www.beckett.com/,39357
Beauty.com,http://www.beauty.com,3002
BCBGeneration,http://www.bcbgeneration.com/,38168
BCBG,http://www.bcbg.com/,38169
Barnes & Noble,http://www.barnesandnoble.com/,36889
Bangalla - TuckerBags,http://www.bangalla.com,35361
Aspinal of London (US),http://www.aspinaloflondon.com/us ,35173
AQ/AQ,http://www.aqaq.com,38191
Apothica LLC,http://www.apothica.com,35437
Anti Aging Store,http://www.anti-agingstore.com/us/,36521
Anthropologie,http://www.anthropologie.com/anthro/index.jsp,37175
AmyAdele.com,http://www.AmyAdele.com,35130
Amanzi Tea,http://www.amanzitea.com,35345
Accessory Artists,https://accessoryartists.com/,36764
Accessorize US,http://us.accessorize.com/,39872